record_id,source_database,source_file,source_record_key,search_run_id,metadata_format,bibtex_entry_type,title,authors,year,venue,doi,url,abstract,raw_identifier,normalized_title,normalized_doi,record_hash,duplicate_status,duplicate_of,dedup_key_type
SRCREC-0105,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3630106,5,BibTeX,proceedings,"FAccT '24: Proceedings of the 2024 ACM Conference on Fairness, Accountability, and Transparency",,2024,Association for Computing Machinery,,,,10.1145/3630106,facct 24 proceedings of the 2024 acm conference on fairness accountability and transparency,,a117c775f7c5a4d9,duplicate,SRCREC-0009,title
SRCREC-0106,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3593013,5,BibTeX,proceedings,"FAccT '23: Proceedings of the 2023 ACM Conference on Fairness, Accountability, and Transparency",,2023,Association for Computing Machinery,,,,10.1145/3593013,facct 23 proceedings of the 2023 acm conference on fairness accountability and transparency,,547c4a17a8960c5d,duplicate,SRCREC-0027,title
SRCREC-0107,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3544548.3580882,5,BibTeX,inproceedings,Understanding Frontline Workers’ and Unhoused Individuals’ Perspectives on AI Used in Homeless Services,"Kuo, Tzu-Sheng and Shen, Hong and Geum, Jisoo and Jones, Nev and Hong, Jason I. and Zhu, Haiyi and Holstein, Kenneth",2023,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,10.1145/3544548.3580882,https://doi.org/10.1145/3544548.3580882,"Recent years have seen growing adoption of AI-based decision-support systems (ADS) in homeless services, yet we know little about stakeholder desires and concerns surrounding their use. In this work, we aim to understand impacted stakeholders’ perspectives on a deployed ADS that prioritizes scarce housing resources. We employed AI lifecycle comicboarding, an adapted version of the comicboarding method, to elicit stakeholder feedback and design ideas across various components of an AI system’s design. We elicited feedback from county workers who operate the ADS daily, service providers whose work is directly impacted by the ADS, and unhoused individuals in the region. Our participants shared concerns and design suggestions around the AI system’s overall objective, specific model design choices, dataset selection, and use in deployment. Our findings demonstrate that stakeholders, even without AI knowledge, can provide specific and critical feedback on an AI system’s design and deployment, if empowered to do so.",10.1145/3544548.3580882,understanding frontline workers and unhoused individuals perspectives on ai used in homeless services,10114535445483580882,b0de175277aa5d01,unique,,doi
SRCREC-0108,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3600211,5,BibTeX,proceedings,"AIES '23: Proceedings of the 2023 AAAI/ACM Conference on AI, Ethics, and Society",,2023,Association for Computing Machinery,,,,10.1145/3600211,aies 23 proceedings of the 2023 aaai acm conference on ai ethics and society,,37f822e9684a9830,unique,,title
SRCREC-0109,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3546872,5,BibTeX,article,Trustworthy AI: A Computational Perspective,"Liu, Haochen and Wang, Yiqi and Fan, Wenqi and Liu, Xiaorui and Li, Yaxin and Jain, Shaili and Liu, Yunhao and Jain, Anil and Tang, Jiliang",2022,ACM Trans. Intell. Syst. Technol.,10.1145/3546872,https://doi.org/10.1145/3546872,"In the past few decades, artificial intelligence (AI) technology has experienced swift developments, changing everyone’s daily life and profoundly altering the course of human society. The intention behind developing AI was and is to benefit humans by reducing labor, increasing everyday conveniences, and promoting social good. However, recent research and AI applications indicate that AI can cause unintentional harm to humans by, for example, making unreliable decisions in safety-critical scenarios or undermining fairness by inadvertently discriminating against a group or groups. Consequently, trustworthy AI has recently garnered increased attention regarding the need to avoid the adverse effects that AI could bring to people, so people can fully trust and live in harmony with AI technologies. A tremendous amount of research on trustworthy AI has been conducted and witnessed in recent years. In this survey, we present a comprehensive appraisal of trustworthy AI from a computational perspective to help readers understand the latest technologies for achieving trustworthy AI. Trustworthy AI is a large and complex subject, involving various dimensions. In this work, we focus on six of the most crucial dimensions in achieving trustworthy AI: (i) Safety \&amp; Robustness, (ii) Nondiscrimination \&amp; Fairness, (iii) Explainability, (iv) Privacy, (v) Accountability \&amp; Auditability, and (vi) Environmental Well-being. For each dimension, we review the recent related technologies according to a taxonomy and summarize their applications in real-world systems. We also discuss the accordant and conflicting interactions among different dimensions and discuss potential aspects for trustworthy AI to investigate in the future.",10.1145/3546872,trustworthy ai a computational perspective,1011453546872,c1dba4c24afbe322,unique,,doi
SRCREC-0110,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3677525,5,BibTeX,proceedings,GoodIT '24: Proceedings of the 2024 International Conference on Information Technology for Social Good,,2024,Association for Computing Machinery,,,,10.1145/3677525,goodit 24 proceedings of the 2024 international conference on information technology for social good,,474a301b6ee35a4e,unique,,title
SRCREC-0111,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3715275,5,BibTeX,proceedings,"FAccT '25: Proceedings of the 2025 ACM Conference on Fairness, Accountability, and Transparency",,2025,Association for Computing Machinery,,,,10.1145/3715275,facct 25 proceedings of the 2025 acm conference on fairness accountability and transparency,,bc654f6b33f57d79,duplicate,SRCREC-0007,title
SRCREC-0112,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3613904.3642474,5,BibTeX,inproceedings,The Who in XAI: How AI Background Shapes Perceptions of AI Explanations,"Ehsan, Upol and Passi, Samir and Liao, Q. Vera and Chan, Larry and Lee, I-Hsiang and Muller, Michael and Riedl, Mark O",2024,Proceedings of the 2024 CHI Conference on Human Factors in Computing Systems,10.1145/3613904.3642474,https://doi.org/10.1145/3613904.3642474,"Explainability of AI systems is critical for users to take informed actions. Understanding who opens the black-box of AI is just as important as opening it. We conduct a mixed-methods study of how two different groups—people with and without AI background—perceive different types of AI explanations. Quantitatively, we share user perceptions along five dimensions. Qualitatively, we describe how AI background can influence interpretations, elucidating the differences through lenses of appropriation and cognitive heuristics. We find that (1) both groups showed unwarranted faith in numbers for different reasons and (2) each group found value in different explanations beyond their intended design. Carrying critical implications for the field of XAI, our findings showcase how AI generated explanations can have negative consequences despite best intentions and how that could lead to harmful manipulation of trust. We propose design interventions to mitigate them.",10.1145/3613904.3642474,the who in xai how ai background shapes perceptions of ai explanations,10114536139043642474,e29d4c80e403c8cd,unique,,doi
SRCREC-0113,ACM Digital Library,ACM Digital Library/5. acm.bib,10.1145/3680463,5,BibTeX,article,An Empirical Study of Testing Machine Learning in the Wild,"Openja, Moses and Khomh, Foutse and Foundjem, Armstrong and Jiang, Zhen Ming (Jack) and Abidi, Mouna and Hassan, Ahmed E.",2024,ACM Trans. Softw. Eng. Methodol.,10.1145/3680463,https://doi.org/10.1145/3680463,"Background: Recently, machine and deep learning (ML/DL) algorithms have been increasingly adopted in many software systems. Due to their inductive nature, ensuring the quality of these systems remains a significant challenge for the research community. Traditionally, software systems were constructed deductively, by writing explicit rules that govern the behavior of the system as program code. However, ML/DL systems infer rules from training data i.e., they are generated inductively. Recent research in ML/DL quality assurance has adapted concepts from traditional software testing, such as mutation testing, to improve reliability. However, it is unclear if these proposed testing techniques are adopted in practice, or if new testing strategies have emerged from real-world ML deployments. There is little empirical evidence about the testing strategies.Aims: To fill this gap, we perform the first fine-grained empirical study on ML testing in the wild to identify the ML properties being tested, the testing strategies, and their implementation throughout the ML workflow.Method: We conducted a mixed-methods study to understand ML software testing practices. We analyzed test files and cases from 11 open-source ML/DL projects on GitHub. Using open coding, we manually examined the testing strategies, tested ML properties, and implemented testing methods to understand their practical application in building and releasing ML/DL software systems.Results: Our findings reveal several key insights: (1) The most common testing strategies, accounting for less than 40\%, are Grey-box and White-box methods, such as Negative Testing, Oracle Approximation, and Statistical Testing. (2) A wide range of (17) ML properties are tested, out of which only 20\% to 30\% are frequently tested, including Consistency, Correctness, and Efficiency. (3) Bias and Fairness is more tested in Recommendation (6\%) and Computer Vision (CV) (3.9\%) systems, while Security and Privacy is tested in CV (2\%), Application Platforms (0.9\%), and NLP (0.5\%). (4) We identified 13 types of testing methods, such as Unit Testing, Input Testing, and Model Testing.Conclusions: This study sheds light on the current adoption of software testing techniques and highlights gaps and limitations in existing ML testing practices.",10.1145/3680463,an empirical study of testing machine learning in the wild,1011453680463,e4d5d825c2ea7e75,unique,,doi
SRCREC-0114,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1109/ASE56229.2023.00105,6,BibTeX,inproceedings,Causality-Aided Trade-Off Analysis for Machine Learning Fairness,"Ji, Zhenlan and Ma, Pingchuan and Wang, Shuai and Li, Yanhui",2024,Proceedings of the 38th IEEE/ACM International Conference on Automated Software Engineering,10.1109/ASE56229.2023.00105,https://doi.org/10.1109/ASE56229.2023.00105,"There has been an increasing interest in enhancing the fairness of machine learning (ML). Despite the growing number of fairness-improving methods, we lack a systematic understanding of the trade-offs among factors considered in the ML pipeline when fairness-improving methods are applied. This understanding is essential for developers to make informed decisions regarding the provision of fair ML services. Nonetheless, it is extremely difficult to analyze the trade-offs when there are multiple fairness parameters and other crucial metrics involved, coupled, and even in conflict with one another.This paper uses causality analysis as a principled method for analyzing trade-offs between fairness parameters and other crucial metrics in ML pipelines. To practically and effectively conduct causality analysis, we propose a set of domain-specific optimizations to facilitate accurate causal discovery and a unified, novel interface for trade-off analysis based on well-established causal inference methods. We conduct a comprehensive empirical study using three real-world datasets on a collection of widely-used fairness-improving techniques. Our study obtains actionable suggestions for users and developers of fair ML. We further demonstrate the versatile usage of our approach in selecting the optimal fairness-improving method, paving the way for more ethical and socially responsible AI technologies.",10.1109/ASE56229.2023.00105,causality aided trade off analysis for machine learning fairness,101109ase56229202300105,8482a270d622fd3b,unique,,doi
SRCREC-0115,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3626570.3626590,6,BibTeX,article,Trade-off Analysis in Learning-augmented Algorithms with Societal Design Criteria,"Hajiesmaili, Mohammad H.",2023,SIGMETRICS Perform. Eval. Rev.,10.1145/3626570.3626590,https://doi.org/10.1145/3626570.3626590,"Traditionally, computer systems are designed to optimize classic notions of performance such as flow completion time, cost, etc. The system performance is then typically evaluated by characterizing theoretical bounds in worst-case settings over a single performance metric. In the next generation of computer systems, societal design criteria, such as carbon awareness and fairness, becomes a first-class design goal. However, the classic performance metrics may conflict with societal criteria. Foundational understanding and performance evaluations of systems with these inherent trade-offs lead to novel research questions that could be considered new educational components for performance analysis courses. The classic techniques, e.g., worst-case analysis, for systems with conflicting objectives may lead to the impossibility of results. However, a foundational understanding of the impossibility of results calls for new techniques and tools. In traditional performance evaluation, to understand the foundational limits, typically, it is sufficient to derive lower-bound arguments in worst-case settings. In the new era of system design, lower bounds are inherently about trade-offs between different objectives. Characterizing these trade-offs in settings with multiple design criteria is closer to the notion of Pareto-optimality, which is drastically different from classic lower bounds. With the impossibility of results using classic paradigms, one possible direction is to (re)design systems following the emerging direction of learning-augmented algorithms. With this approach, it might be possible to remove/mitigate the foundational conflict between classic vs. societal metrics using the right predictions. However, the performance evaluation of learning-augmented algorithms calls for a new set of technical questions, which we highlight in this paper.",10.1145/3626570.3626590,trade off analysis in learning augmented algorithms with societal design criteria,10114536265703626590,7db2cf7fbfe7c549,unique,,doi
SRCREC-0116,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1109/ICSE55347.2025.00122,6,BibTeX,inproceedings,Diversity Drives Fairness: Ensemble of Higher Order Mutants for Intersectional Fairness of Machine Learning Software,"Chen, Zhenpeng and Li, Xinyue and Zhang, Jie M. and Sarro, Federica and Liu, Yang",2025,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,10.1109/ICSE55347.2025.00122,https://doi.org/10.1109/ICSE55347.2025.00122,"Intersectional fairness is a critical requirement for Machine Learning (ML) software, demanding fairness across subgroups defined by multiple protected attributes. This paper introduces FairHOME, a novel ensemble approach using higher order mutation of inputs to enhance intersectional fairness of ML software during the inference phase. Inspired by social science theories highlighting the benefits of diversity, FairHOME generates mutants representing diverse subgroups for each input instance, thus broadening the array of perspectives to foster a fairer decision-making process. Unlike conventional ensemble methods that combine predictions made by different models, FairHOME combines predictions for the original input and its mutants, all generated by the same ML model, to reach a final decision. Notably, FairHOME is even applicable to deployed ML software as it bypasses the need for training new models. We extensively evaluate FairHOME against seven state-of-the-art fairness improvement methods across 24 decision-making tasks using widely adopted metrics. FairHOME consistently outperforms existing methods across all metrics considered. On average, it enhances intersectional fairness by 47.5\%, surpassing the currently best-performing method by 9.6 percentage points.",10.1109/ICSE55347.2025.00122,diversity drives fairness ensemble of higher order mutants for intersectional fairness of machine learning software,101109icse55347202500122,b9caba28cb2b29d1,unique,,doi
SRCREC-0117,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3778450,6,BibTeX,proceedings,MLSC '25: Proceedings of the 2025 International Symposium on Machine Learning and Social Computing,,2025,Association for Computing Machinery,,,,10.1145/3778450,mlsc 25 proceedings of the 2025 international symposium on machine learning and social computing,,c80cc6b927e1a7c3,unique,,title
SRCREC-0118,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3674029,6,BibTeX,proceedings,ICMLT '24: Proceedings of the 2024 9th International Conference on Machine Learning Technologies,,2024,Association for Computing Machinery,,,,10.1145/3674029,icmlt 24 proceedings of the 2024 9th international conference on machine learning technologies,,e35a4cfa53db981a,unique,,title
SRCREC-0119,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3508398.3511513,6,BibTeX,inproceedings,DP-UTIL: Comprehensive Utility Analysis of Differential Privacy in Machine Learning,"Jarin, Ismat and Eshete, Birhanu",2022,Proceedings of the Twelfth ACM Conference on Data and Application Security and Privacy,10.1145/3508398.3511513,https://doi.org/10.1145/3508398.3511513,"Differential Privacy (DP) has emerged as a rigorous formalism to quantify privacy protection provided by an algorithm that operates on privacy sensitive data. In machine learning (ML), DP has been employed to limit inference/disclosure of training examples. Prior work leveraged DP across the ML pipeline, albeit in isolation, often focusing on mechanisms such as gradient perturbation.In this paper, we present DP-UTIL, a holistic utility analysis framework of DP across the ML pipeline with focus on input perturbation, objective perturbation, gradient perturbation, output perturbation, and prediction perturbation. Given an ML task on privacy-sensitive data, DP-UTIL enables a ML privacy practitioner to perform holistic comparative analysis on the impact of DP in these five perturbation spots, measured in terms of model utility loss, privacy leakage, and the number of truly revealed training samples.We evaluate DP-UTIL over classification tasks on vision, medical, and financial datasets, using two representative learning algorithms (logistic regression and deep neural network) against membership inference attack as a case study attack. One of the highlights of our results is that prediction perturbation consistently achieves the lowest utility loss on all models across all datasets. In logistic regression models, objective perturbation results in lowest privacy leakage compared to other perturbation techniques. For deep neural networks, gradient perturbation results in lowest privacy leakage. Moreover, our results on true revealed records suggest that as privacy leakage increases a differentially private model reveals a greater number of member samples. Overall, our findings suggest that to make informed decisions as to the choice of perturbation mechanisms, a ML privacy practitioner needs to examine the dynamics among optimization techniques (convex vs. non-convex), number of classes, and privacy budget.",10.1145/3508398.3511513,dp util comprehensive utility analysis of differential privacy in machine learning,10114535083983511513,61b6bdf58049e2ad,unique,,doi
SRCREC-0120,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3461702.3462572,6,BibTeX,inproceedings,Risk Identification Questionnaire for Detecting Unintended Bias in the Machine Learning Development Lifecycle,"Lee, Michelle Seng Ah and Singh, Jatinder",2021,"Proceedings of the 2021 AAAI/ACM Conference on AI, Ethics, and Society",10.1145/3461702.3462572,https://doi.org/10.1145/3461702.3462572,"Unintended biases in machine learning (ML) models have the potential to introduce undue discrimination and exacerbate social inequalities. The research community has proposed various technical and qualitative methods intended to assist practitioners in assessing these biases. While frameworks for identifying the risks of harm due to unintended biases have been proposed, they have not yet been operationalised into practical tools to assist industry practitioners.In this paper, we link prior work on bias assessment methods to phases of a standard organisational risk management process (RMP), noting a gap in measures for helping practitioners identify bias- related risks. Targeting this gap, we introduce a bias identification methodology and questionnaire, illustrating its application through a real-world, practitioner-led use case. We validate the need and usefulness of the questionnaire through a survey of industry practitioners, which provides insights into their practical requirements and preferences. Our results indicate that such a questionnaire is helpful for proactively uncovering unexpected bias concerns, particularly where it is easy to integrate into existing processes, and facilitates communication with non-technical stakeholders. Ultimately, the effective end-to-end management of ML risks requires a more targeted identification of potential harm and its sources, so that appropriate mitigation strategies can be formulated. Towards this, our questionnaire provides a practical means to assist practitioners in identifying bias-related risks.",10.1145/3461702.3462572,risk identification questionnaire for detecting unintended bias in the machine learning development lifecycle,10114534617023462572,2d88f203f1f90be3,unique,,doi
SRCREC-0121,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1109/ICSE55347.2025.00159,6,BibTeX,inproceedings,FairSense: Long-Term Fairness Analysis of ML-Enabled Systems,"She, Yining and Biswas, Sumon and K\""{a}stner, Christian and Kang, Eunsuk",2025,Proceedings of the IEEE/ACM 47th International Conference on Software Engineering,10.1109/ICSE55347.2025.00159,https://doi.org/10.1109/ICSE55347.2025.00159,"Algorithmic fairness of machine learning (ML) models has raised significant concern in the recent years. Many testing, verification, and bias mitigation techniques have been proposed to identify and reduce fairness issues in ML models. The existing methods are model-centric and designed to detect fairness issues under static settings. However, many ML-enabled systems operate in a dynamic environment where the predictive decisions made by the system impact the environment, which in turn affects future decision-making. Such a self-reinforcing feedback loop can cause fairness violations in the long term, even if the immediate outcomes are fair. In this paper, we propose a simulation-based framework called FairSense to detect and analyze long-term unfairness in ML-enabled systems. Given a fairness requirement, FairSense performs Monte-Carlo simulation to enumerate evolution traces for each system configuration. Then, FairSense performs sensitivity analysis on the space of possible configurations to understand the impact of design options and environmental factors on the long-term fairness of the system. We demonstrate FairSense's potential utility through three real-world case studies: Loan lending, opioids risk scoring, and predictive policing.",10.1109/ICSE55347.2025.00159,fairsense long term fairness analysis of ml enabled systems,101109icse55347202500159,bb49bda1911f41c1,duplicate,SRCREC-0081,doi
SRCREC-0122,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3746252.3760967,6,BibTeX,inproceedings,CondFairGen A Fair Conditional Generator for Tabular Data via Adaptive Sampling,"Sanchez Jr., David and Kotal, Anantaa",2025,Proceedings of the 34th ACM International Conference on Information and Knowledge Management,10.1145/3746252.3760967,https://doi.org/10.1145/3746252.3760967,"Recent advances in synthetic data generation have enabled high-fidelity modeling of tabular datasets, yet fairness remains a peripheral concern, often addressed through architectural modifications or fairness-aware loss functions. We introduce CondFairGen, a fairness-aware generative model that enforces group fairness through dynamic control of conditional exposure during training. Rather than altering the model architecture or objective, CondFairGen reweights the sampling distribution over conditioning vectors based on disparity metrics across protected attributes and their intersections. This reweighting increases exposure to underrepresented or high-disparity subgroups, guiding the model toward fairer conditional distributions. By embedding fairness directly into the training schedule, CondFairGen offers a principled alternative to adversarial debiasing or post hoc correction. Empirical evaluations on standard tabular benchmarks demonstrate that CondFairGen substantially improves both marginal and intersectional fairness metrics while preserving downstream utility. These results establish conditional exposure as a practical and effective mechanism for fairness intervention in generative modeling.",10.1145/3746252.3760967,condfairgen a fair conditional generator for tabular data via adaptive sampling,10114537462523760967,d7f53ad785e2a54a,unique,,doi
SRCREC-0123,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3718363,6,BibTeX,article,Green Federated Learning: A New Era of Green Aware AI,"Thakur, Dipanwita and Guzzo, Antonella and Fortino, Giancarlo and Piccialli, Francesco",2025,ACM Comput. Surv.,10.1145/3718363,https://doi.org/10.1145/3718363,"The development of AI applications, especially in large-scale wireless networks, is growing exponentially, alongside the size and complexity of the architectures used. Particularly, machine learning is acknowledged as one of today’s most energy-intensive computational applications, posing a significant challenge to the environmental sustainability of next-generation intelligent systems. Achieving environmental sustainability entails ensuring that every AI algorithm is designed with sustainability in mind, integrating green considerations from the architectural phase onwards. Recently, Federated Learning (FL), with its distributed nature, presents new opportunities to address this need. Hence, it is imperative to elucidate the potential and challenges stemming from recent FL advancements and their implications for sustainability. Moreover, it is crucial to furnish researchers, stakeholders, and interested parties with a roadmap to navigate and understand existing efforts and gaps in green-aware AI algorithms. This survey primarily aims to achieve this objective by identifying and analyzing over a hundred FL works and assessing their contributions to green-aware artificial intelligence for sustainable environments, with a specific focus on IoT research. It delves into current issues in green federated learning from an energy-efficient standpoint, discussing potential challenges and future prospects for green IoT application research.",10.1145/3718363,green federated learning a new era of green aware ai,1011453718363,484c07971d5e4c00,unique,,doi
SRCREC-0124,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3746252.3761036,6,BibTeX,inproceedings,Amortized Baseline Selection via Rank-Revealing QR for Efficient Model Explanation,"Lee, Chanwoo and Park, Youngjin and Lee, Hyeongeun and Yoo, Yeeun and Han, Daehee and Choi, Junho and Kim, Geonhyeong and Kim, Nari and Choi, Jaesik",2025,Proceedings of the 34th ACM International Conference on Information and Knowledge Management,10.1145/3746252.3761036,https://doi.org/10.1145/3746252.3761036,"Model-agnostic explanation methods are essential for interpreting machine learning models, but suffer from prohibitive computational costs that scale with the number of baselines. Existing acceleration approaches either lack a theoretical base or provide no principled guidance for baseline selection. To address this gap, we present ABSQR (Amortized Baseline Selection via Rank-Revealing QR). This framework exploits the low-rank structure of value matrices to accelerate multi-baseline attribution methods. Our approach combines deterministic baseline selection via SVD-guided QR decomposition with an amortized inference mechanism that utilizes cluster-based retrieval. We reduce computational complexity from O (m • 2d) to O (k • 2d), where k ≪ m. Experiments demonstrate that ABSQR achieves a 91.2\% agreement rate with full baseline methods while providing 8.5\texttimes{} speedup across diverse datasets. As the first acceleration approach that preserves explanation error guarantees under computational speedup, ABSQR makes the practical deployment of interpretable AI systems feasible at scale.",10.1145/3746252.3761036,amortized baseline selection via rank revealing qr for efficient model explanation,10114537462523761036,5028fdba8559439f,unique,,doi
SRCREC-0125,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3442188.3445878,6,BibTeX,inproceedings,Towards Fair Deep Anomaly Detection,"Zhang, Hongjing and Davidson, Ian",2021,"Proceedings of the 2021 ACM Conference on Fairness, Accountability, and Transparency",10.1145/3442188.3445878,https://doi.org/10.1145/3442188.3445878,"Anomaly detection aims to find instances that are considered unusual and is a fundamental problem of data science. Recently, deep anomaly detection methods were shown to achieve superior results particularly in complex data such as images. Our work focuses on deep one-class classification for anomaly detection which learns a mapping only from the normal samples. However, the non-linear transformation performed by deep learning can potentially find patterns associated with social bias. The challenge with adding fairness to deep anomaly detection is to ensure both making fair and correct anomaly predictions simultaneously. In this paper, we propose a new architecture for the fair anomaly detection approach (Deep Fair SVDD) and train it using an adversarial network to de-correlate the relationships between the sensitive attributes and the learned representations. This differs from how fairness is typically added namely as a regularizer or a constraint. Further, we propose two effective fairness measures and empirically demonstrate that existing deep anomaly detection methods are unfair. We show that our proposed approach can remove the unfairness largely with minimal loss on the anomaly detection performance. Lastly, we conduct an in-depth analysis to show the strength and limitations of our proposed model, including parameter analysis, feature visualization, and run-time analysis.",10.1145/3442188.3445878,towards fair deep anomaly detection,10114534421883445878,d7abbc29362fcfee,unique,,doi
SRCREC-0126,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3701741,6,BibTeX,article,Towards Trustworthy AI-Empowered Real-Time Bidding for Online Advertisement Auctioning,"Tang, Xiaoli and Yu, Han",2025,ACM Comput. Surv.,10.1145/3701741,https://doi.org/10.1145/3701741,"Artificial intelligence-empowered Real-Time Bidding (AIRTB) is regarded as one of the most enabling technologies for online advertising. It has attracted significant research attention from diverse fields such as pattern recognition, game theory, and mechanism design. Despite its remarkable development and deployment, the AIRTB system can sometimes work against the interests of its participants (e.g., depleting the advertisers’ budget with various kinds of fraud). As such, building trustworthy AIRTB auctioning systems has emerged as an important direction of research in this field in recent years. Owing to the highly interdisciplinary nature of this field and a lack of a comprehensive survey, it is a challenge for researchers to enter this field and contribute towards building trustworthy AIRTB technologies. This article bridges this important gap in trustworthy AIRTB literature. We start by analyzing the key concerns of various AIRTB stakeholders and identify five main dimensions of trust building in AIRTB: robustness, explainability, fairness, auditability and accountability, and environmental well-being. For each of these dimensions, we propose a unique taxonomy of the state-of-the-art, trace the root causes of possible breakdown of trust, and discuss the necessity of the given dimension. This is followed by a comprehensive review of existing strategies for fulfilling the requirements of each trust dimension. In addition, we discuss the promising future directions of research essential towards building trustworthy AIRTB systems to benefit the field of online advertising.",10.1145/3701741,towards trustworthy ai empowered real time bidding for online advertisement auctioning,1011453701741,54f6e3029da833e1,unique,,doi
SRCREC-0127,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3533380,6,BibTeX,article,"Fairness in Ranking, Part II: Learning-to-Rank and Recommender Systems","Zehlike, Meike and Yang, Ke and Stoyanovich, Julia",2022,ACM Comput. Surv.,10.1145/3533380,https://doi.org/10.1145/3533380,"In the past few years, there has been much work on incorporating fairness requirements into algorithmic rankers, with contributions coming from the data management, algorithms, information retrieval, and recommender systems communities. In this survey, we give a systematic overview of this work, offering a broad perspective that connects formalizations and algorithmic approaches across subfields. An important contribution of our work is in developing a common narrative around the value frameworks that motivate specific fairness-enhancing interventions in ranking. This allows us to unify the presentation of mitigation objectives and of algorithmic techniques to help meet those objectives or identify trade-offs. In the first part of this survey, we describe four classification frameworks for fairness-enhancing interventions, along which we relate the technical methods surveyed in this article, discuss evaluation datasets, and present technical work on fairness in score-based ranking. In the second part of this survey, we present methods that incorporate fairness in supervised learning, and also give representative examples of recent work on fairness in recommendation and matchmaking systems. We also discuss evaluation frameworks for fair score-based ranking and fair learning-to-rank, and draw a set of recommendations for the evaluation of fair ranking methods.",10.1145/3533380,fairness in ranking part ii learning to rank and recommender systems,1011453533380,eeb41a75270b366d,unique,,doi
SRCREC-0128,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3711896,6,BibTeX,proceedings,KDD '25: Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,,2025,Association for Computing Machinery,,,"The 2025 ACM SIGKDD International Conference on Knowledge Discovery and Data Mining will be held in Toronto, Canada from August 3 - 7, 2025. This year's conference continues its tradition of being the premier forum for presentation of research results and experience reports on leading issues in Data Mining as well as in Data Science and Machine Learning. The large attendance of the KDD conference, and the high impact of the KDD publications, give researchers and practitioners a unique opportunity to share novel perspectives.",10.1145/3711896,kdd 25 proceedings of the 31st acm sigkdd conference on knowledge discovery and data mining v 2,,dd0e7ede34a67898,unique,,title
SRCREC-0129,ACM Digital Library,ACM Digital Library/6. acm.bib,10.1145/3658664.3659636,6,BibTeX,inproceedings,Extending the Scope of Gradient Reconstruction Attacks in Federated Averaging,"Jobic, Pierre and Mayoue, Aur\'{e}lien and Tucci-Piergiovanni, Sara and Terrier, Fran\c{c}ois",2024,Proceedings of the 2024 ACM Workshop on Information Hiding and Multimedia Security,10.1145/3658664.3659636,https://doi.org/10.1145/3658664.3659636,"Federated Learning (FL) has gained prominence as a decentralized and privacy-preserving paradigm that enables multiple clients to collaboratively train a machine learning model under the supervision of a central server. Instead of centralizing the data, clients keep their data locally and share only model parameters during multiple communication rounds. However, recent attacks, such as gradient reconstruction attacks (GRAs) show privacy issues when an attacker knows the communication of a client. In the literature, these privacy issues are mainly explored when clients compute new parameters using a single gradient descent step on their data (FedSGD) and then send them back to the remote server. In a more realistic scenario, the clients' protocol is based on several gradient descent steps (FedAvg). This protocol adds intermediate computation steps, which are unknown from the attacker, thus making GRAs less successful. In this incremental paper, we conduct exhaustive experiments on four state-of-the-art attacks under the FedAvg protocol, on a very basic and a more complex neural network (ResNet-18) with CIFAR100 dataset. These experiments provide the following results 1) a privacy-utility trade-off analysis, 2) insights on the choice of attacks' hyperparameters, 3) the client's local learning rate has little impact on attacks' effectiveness 4) a proof that the privacy risk is not necessarily decreasing over rounds, contrary to common belief.",10.1145/3658664.3659636,extending the scope of gradient reconstruction attacks in federated averaging,10114536586643659636,a87b347b64703c88,unique,,doi
